-1.353741884231567383e+00,1.133378595113754272e-02,-1.348988056182861328e+00,1.225246395915746689e-02
1.165168762207031250e+00,1.371227145195007324e+00,1.171083807945251465e+00,1.363406181335449219e+00
-1.017007350921630859e+00,2.680563032627105713e-01,-1.019234061241149902e+00,2.676382660865783691e-01
-6.979979276657104492e-01,7.530552744865417480e-01,-7.118210792541503906e-01,7.468208670616149902e-01
1.165350556373596191e+00,-5.045446157455444336e-01,1.157555818557739258e+00,-4.899119138717651367e-01
7.307828664779663086e-01,7.996358275413513184e-01,7.392060160636901855e-01,7.925383448600769043e-01
8.816567659378051758e-01,9.549068808555603027e-01,8.769960403442382812e-01,9.534602761268615723e-01
9.332901239395141602e-01,-1.225523829460144043e+00,9.106502532958984375e-01,-1.216022253036499023e+00
6.093052029609680176e-01,-1.264688968658447266e+00,5.728636980056762695e-01,-1.257625579833984375e+00
8.722983598709106445e-01,6.701866984367370605e-01,8.729532957077026367e-01,6.852604150772094727e-01
-9.326239824295043945e-01,1.996673345565795898e+00,-9.409484863281250000e-01,2.009861469268798828e+00
9.545706510543823242e-01,1.481036663055419922e+00,9.605721235275268555e-01,1.478861808776855469e+00
5.621194839477539062e-01,-1.736406445503234863e+00,5.036984086036682129e-01,-1.734429121017456055e+00
-3.645295798778533936e-01,-2.704883366823196411e-02,-3.716309666633605957e-01,-2.279278077185153961e-02
1.276874899864196777e+00,1.621796131134033203e+00,1.285434246063232422e+00,1.618953943252563477e+00
2.863356471061706543e-02,2.314992666244506836e+00,9.585206396877765656e-03,2.339756011962890625e+00
-6.988803148269653320e-01,1.751831293106079102e+00,-7.034058570861816406e-01,1.761839866638183594e+00
-5.025187730789184570e-01,1.903257846832275391e+00,-5.250815153121948242e-01,1.921753764152526855e+00
-6.323707103729248047e-02,-2.193442106246948242e+00,-1.555776149034500122e-01,-2.182127952575683594e+00
1.092957615852355957e+00,1.921651601791381836e+00,1.124966263771057129e+00,1.928027629852294922e+00
7.256391048431396484e-01,1.878543257713317871e+00,7.256678342819213867e-01,1.879928350448608398e+00
-1.502822875976562500e+00,6.928954720497131348e-01,-1.497439503669738770e+00,6.924234032630920410e-01
7.816736698150634766e-01,-1.146408557891845703e+00,7.536064982414245605e-01,-1.113186836242675781e+00
-6.057671308517456055e-01,-1.453388482332229614e-02,-6.078673601150512695e-01,-2.123989723622798920e-02
6.674972772598266602e-01,-1.972838401794433594e+00,6.214452981948852539e-01,-1.971193671226501465e+00
5.546881556510925293e-01,-1.509405016899108887e+00,5.119221806526184082e-01,-1.506247282028198242e+00
1.430910825729370117e+00,1.359041571617126465e+00,1.432256937026977539e+00,1.376571059226989746e+00
